"Statistic Label","Quarter","State","UNIT","VALUE"
"Same sex marriages","1989Q1","State","Number",""
"Same sex marriages","1989Q2","State","Number",""
"Same sex marriages","1989Q3","State","Number",""
"Same sex marriages","1989Q4","State","Number",""
"Same sex marriages","1990Q1","State","Number",""
"Same sex marriages","1990Q2","State","Number",""
"Same sex marriages","1990Q3","State","Number",""
"Same sex marriages","1990Q4","State","Number",""
"Same sex marriages","1991Q1","State","Number",""
"Same sex marriages","1991Q2","State","Number",""
"Same sex marriages","1991Q3","State","Number",""
"Same sex marriages","1991Q4","State","Number",""
"Same sex marriages","1992Q1","State","Number",""
"Same sex marriages","1992Q2","State","Number",""
"Same sex marriages","1992Q3","State","Number",""
"Same sex marriages","1992Q4","State","Number",""
"Same sex marriages","1993Q1","State","Number",""
"Same sex marriages","1993Q2","State","Number",""
"Same sex marriages","1993Q3","State","Number",""
"Same sex marriages","1993Q4","State","Number",""
"Same sex marriages","1994Q1","State","Number",""
"Same sex marriages","1994Q2","State","Number",""
"Same sex marriages","1994Q3","State","Number",""
"Same sex marriages","1994Q4","State","Number",""
"Same sex marriages","1995Q1","State","Number",""
"Same sex marriages","1995Q2","State","Number",""
"Same sex marriages","1995Q3","State","Number",""
"Same sex marriages","1995Q4","State","Number",""
"Same sex marriages","1996Q1","State","Number",""
"Same sex marriages","1996Q2","State","Number",""
"Same sex marriages","1996Q3","State","Number",""
"Same sex marriages","1996Q4","State","Number",""
"Same sex marriages","1997Q1","State","Number",""
"Same sex marriages","1997Q2","State","Number",""
"Same sex marriages","1997Q3","State","Number",""
"Same sex marriages","1997Q4","State","Number",""
"Same sex marriages","1998Q1","State","Number",""
"Same sex marriages","1998Q2","State","Number",""
"Same sex marriages","1998Q3","State","Number",""
"Same sex marriages","1998Q4","State","Number",""
"Same sex marriages","1999Q1","State","Number",""
"Same sex marriages","1999Q2","State","Number",""
"Same sex marriages","1999Q3","State","Number",""
"Same sex marriages","1999Q4","State","Number",""
"Same sex marriages","2000Q1","State","Number",""
"Same sex marriages","2000Q2","State","Number",""
"Same sex marriages","2000Q3","State","Number",""
"Same sex marriages","2000Q4","State","Number",""
"Same sex marriages","2001Q1","State","Number",""
"Same sex marriages","2001Q2","State","Number",""
"Same sex marriages","2001Q3","State","Number",""
"Same sex marriages","2001Q4","State","Number",""
"Same sex marriages","2002Q1","State","Number",""
"Same sex marriages","2002Q2","State","Number",""
"Same sex marriages","2002Q3","State","Number",""
"Same sex marriages","2002Q4","State","Number",""
"Same sex marriages","2003Q1","State","Number",""
"Same sex marriages","2003Q2","State","Number",""
"Same sex marriages","2003Q3","State","Number",""
"Same sex marriages","2003Q4","State","Number",""
"Same sex marriages","2004Q1","State","Number",""
"Same sex marriages","2004Q2","State","Number",""
"Same sex marriages","2004Q3","State","Number",""
"Same sex marriages","2004Q4","State","Number",""
"Same sex marriages","2005Q1","State","Number",""
"Same sex marriages","2005Q2","State","Number",""
"Same sex marriages","2005Q3","State","Number",""
"Same sex marriages","2005Q4","State","Number",""
"Same sex marriages","2006Q1","State","Number",""
"Same sex marriages","2006Q2","State","Number",""
"Same sex marriages","2006Q3","State","Number",""
"Same sex marriages","2006Q4","State","Number",""
"Same sex marriages","2007Q1","State","Number",""
"Same sex marriages","2007Q2","State","Number",""
"Same sex marriages","2007Q3","State","Number",""
"Same sex marriages","2007Q4","State","Number",""
"Same sex marriages","2008Q1","State","Number",""
"Same sex marriages","2008Q2","State","Number",""
"Same sex marriages","2008Q3","State","Number",""
"Same sex marriages","2008Q4","State","Number",""
"Same sex marriages","2009Q1","State","Number",""
"Same sex marriages","2009Q2","State","Number",""
"Same sex marriages","2009Q3","State","Number",""
"Same sex marriages","2009Q4","State","Number",""
"Same sex marriages","2010Q1","State","Number",""
"Same sex marriages","2010Q2","State","Number",""
"Same sex marriages","2010Q3","State","Number",""
"Same sex marriages","2010Q4","State","Number",""
"Same sex marriages","2011Q1","State","Number",""
"Same sex marriages","2011Q2","State","Number",""
"Same sex marriages","2011Q3","State","Number",""
"Same sex marriages","2011Q4","State","Number",""
"Same sex marriages","2012Q1","State","Number",""
"Same sex marriages","2012Q2","State","Number",""
"Same sex marriages","2012Q3","State","Number",""
"Same sex marriages","2012Q4","State","Number",""
"Same sex marriages","2013Q1","State","Number",""
"Same sex marriages","2013Q2","State","Number",""
"Same sex marriages","2013Q3","State","Number",""
"Same sex marriages","2013Q4","State","Number",""
"Same sex marriages","2014Q1","State","Number",""
"Same sex marriages","2014Q2","State","Number",""
"Same sex marriages","2014Q3","State","Number",""
"Same sex marriages","2014Q4","State","Number",""
"Same sex marriages","2015Q1","State","Number",""
"Same sex marriages","2015Q2","State","Number",""
"Same sex marriages","2015Q3","State","Number",""
"Same sex marriages","2015Q4","State","Number",""
"Same sex marriages","2016Q1","State","Number",""
"Same sex marriages","2016Q2","State","Number",""
"Same sex marriages","2016Q3","State","Number",""
"Same sex marriages","2016Q4","State","Number",""
"Same sex marriages","2017Q1","State","Number",""
"Same sex marriages","2017Q2","State","Number",""
"Same sex marriages","2017Q3","State","Number",""
"Same sex marriages","2017Q4","State","Number",""
"Same sex marriages","2018Q1","State","Number",""
"Same sex marriages","2018Q2","State","Number",""
"Same sex marriages","2018Q3","State","Number",""
"Same sex marriages","2018Q4","State","Number",""
"Same sex marriages","2019Q1","State","Number",""
"Same sex marriages","2019Q2","State","Number",""
"Same sex marriages","2019Q3","State","Number",""
"Same sex marriages","2019Q4","State","Number",""
"Same sex marriages","2020Q1","State","Number",""
"Same sex marriages","2020Q2","State","Number",""
"Same sex marriages","2020Q3","State","Number",""
"Same sex marriages","2020Q4","State","Number",""
"Same sex marriages","2021Q1","State","Number",""
"Same sex marriages","2021Q2","State","Number",""
"Same sex marriages","2021Q3","State","Number",""
"Same sex marriages","2021Q4","State","Number",""
"Same sex marriages","2022Q1","State","Number","75"
"Same sex marriages","2022Q2","State","Number","177"
"Same sex marriages","2022Q3","State","Number","239"
"Same sex marriages","2022Q4","State","Number","120"
"Same sex marriages","2023Q1","State","Number","93"
"Civil partnerships","1960Q1","State","Number",""
"Civil partnerships","1960Q2","State","Number",""
"Civil partnerships","1960Q3","State","Number",""
"Civil partnerships","1960Q4","State","Number",""
"Civil partnerships","1961Q1","State","Number",""
"Civil partnerships","1961Q2","State","Number",""
"Civil partnerships","1961Q3","State","Number",""
"Civil partnerships","1961Q4","State","Number",""
"Civil partnerships","1962Q1","State","Number",""
"Civil partnerships","1962Q2","State","Number",""
"Civil partnerships","1962Q3","State","Number",""
"Civil partnerships","1962Q4","State","Number",""
"Civil partnerships","1963Q1","State","Number",""
"Civil partnerships","1963Q2","State","Number",""
"Civil partnerships","1963Q3","State","Number",""
"Civil partnerships","1963Q4","State","Number",""
"Civil partnerships","1964Q1","State","Number",""
"Civil partnerships","1964Q2","State","Number",""
"Civil partnerships","1964Q3","State","Number",""
"Civil partnerships","1964Q4","State","Number",""
"Civil partnerships","1965Q1","State","Number",""
"Civil partnerships","1965Q2","State","Number",""
"Civil partnerships","1965Q3","State","Number",""
"Civil partnerships","1965Q4","State","Number",""
"Civil partnerships","1966Q1","State","Number",""
"Civil partnerships","1966Q2","State","Number",""
"Civil partnerships","1966Q3","State","Number",""
"Civil partnerships","1966Q4","State","Number",""
"Civil partnerships","1967Q1","State","Number",""
"Civil partnerships","1967Q2","State","Number",""
"Civil partnerships","1967Q3","State","Number",""
"Civil partnerships","1967Q4","State","Number",""
"Civil partnerships","1968Q1","State","Number",""
"Civil partnerships","1968Q2","State","Number",""
"Civil partnerships","1968Q3","State","Number",""
"Civil partnerships","1968Q4","State","Number",""
"Civil partnerships","1969Q1","State","Number",""
"Civil partnerships","1969Q2","State","Number",""
"Civil partnerships","1969Q3","State","Number",""
"Civil partnerships","1969Q4","State","Number",""
"Civil partnerships","1970Q1","State","Number",""
"Civil partnerships","1970Q2","State","Number",""
"Civil partnerships","1970Q3","State","Number",""
"Civil partnerships","1970Q4","State","Number",""
"Civil partnerships","1971Q1","State","Number",""
"Civil partnerships","1971Q2","State","Number",""
"Civil partnerships","1971Q3","State","Number",""
"Civil partnerships","1971Q4","State","Number",""
"Civil partnerships","1972Q1","State","Number",""
"Civil partnerships","1972Q2","State","Number",""
"Civil partnerships","1972Q3","State","Number",""
"Civil partnerships","1972Q4","State","Number",""
"Civil partnerships","1973Q1","State","Number",""
"Civil partnerships","1973Q2","State","Number",""
"Civil partnerships","1973Q3","State","Number",""
"Civil partnerships","1973Q4","State","Number",""
"Civil partnerships","1974Q1","State","Number",""
"Civil partnerships","1974Q2","State","Number",""
"Civil partnerships","1974Q3","State","Number",""
"Civil partnerships","1974Q4","State","Number",""
"Civil partnerships","1975Q1","State","Number",""
"Civil partnerships","1975Q2","State","Number",""
"Civil partnerships","1975Q3","State","Number",""
"Civil partnerships","1975Q4","State","Number",""
"Civil partnerships","1976Q1","State","Number",""
"Civil partnerships","1976Q2","State","Number",""
"Civil partnerships","1976Q3","State","Number",""
"Civil partnerships","1976Q4","State","Number",""
"Civil partnerships","1977Q1","State","Number",""
"Civil partnerships","1977Q2","State","Number",""
"Civil partnerships","1977Q3","State","Number",""
"Civil partnerships","1977Q4","State","Number",""
"Civil partnerships","1978Q1","State","Number",""
"Civil partnerships","1978Q2","State","Number",""
"Civil partnerships","1978Q3","State","Number",""
"Civil partnerships","1978Q4","State","Number",""
"Civil partnerships","1979Q1","State","Number",""
"Civil partnerships","1979Q2","State","Number",""
"Civil partnerships","1979Q3","State","Number",""
"Civil partnerships","1979Q4","State","Number",""
"Civil partnerships","1980Q1","State","Number",""
"Civil partnerships","1980Q2","State","Number",""
"Civil partnerships","1980Q3","State","Number",""
"Civil partnerships","1980Q4","State","Number",""
"Civil partnerships","1981Q1","State","Number",""
"Civil partnerships","1981Q2","State","Number",""
"Civil partnerships","1981Q3","State","Number",""
"Civil partnerships","1981Q4","State","Number",""
"Civil partnerships","1982Q1","State","Number",""
"Civil partnerships","1982Q2","State","Number",""
"Civil partnerships","1982Q3","State","Number",""
"Civil partnerships","1982Q4","State","Number",""
"Civil partnerships","1983Q1","State","Number",""
"Civil partnerships","1983Q2","State","Number",""
"Civil partnerships","1983Q3","State","Number",""
"Civil partnerships","1983Q4","State","Number",""
"Civil partnerships","1984Q1","State","Number",""
"Civil partnerships","1984Q2","State","Number",""
"Civil partnerships","1984Q3","State","Number",""
"Civil partnerships","1984Q4","State","Number",""
"Civil partnerships","1985Q1","State","Number",""
"Civil partnerships","1985Q2","State","Number",""
"Civil partnerships","1985Q3","State","Number",""
"Civil partnerships","1985Q4","State","Number",""
"Civil partnerships","1986Q1","State","Number",""
"Civil partnerships","1986Q2","State","Number",""
"Civil partnerships","1986Q3","State","Number",""
"Civil partnerships","1986Q4","State","Number",""
"Civil partnerships","1987Q1","State","Number",""
"Civil partnerships","1987Q2","State","Number",""
"Civil partnerships","1987Q3","State","Number",""
"Civil partnerships","1987Q4","State","Number",""
"Civil partnerships","1988Q1","State","Number",""
"Civil partnerships","1988Q2","State","Number",""
"Civil partnerships","1988Q3","State","Number",""
"Civil partnerships","1988Q4","State","Number",""
"Civil partnerships","1989Q1","State","Number",""
"Civil partnerships","1989Q2","State","Number",""
"Civil partnerships","1989Q3","State","Number",""
"Civil partnerships","1989Q4","State","Number",""
"Civil partnerships","1990Q1","State","Number",""
"Civil partnerships","1990Q2","State","Number",""
"Civil partnerships","1990Q3","State","Number",""
"Civil partnerships","1990Q4","State","Number",""
"Civil partnerships","1991Q1","State","Number",""
"Civil partnerships","1991Q2","State","Number",""
"Civil partnerships","1991Q3","State","Number",""
"Civil partnerships","1991Q4","State","Number",""
"Civil partnerships","1992Q1","State","Number",""
"Civil partnerships","1992Q2","State","Number",""
"Civil partnerships","1992Q3","State","Number",""
"Civil partnerships","1992Q4","State","Number",""
"Civil partnerships","1993Q1","State","Number",""
"Civil partnerships","1993Q2","State","Number",""
"Civil partnerships","1993Q3","State","Number",""
"Civil partnerships","1993Q4","State","Number",""
"Civil partnerships","1994Q1","State","Number",""
"Civil partnerships","1994Q2","State","Number",""
"Civil partnerships","1994Q3","State","Number",""
"Civil partnerships","1994Q4","State","Number",""
"Civil partnerships","1995Q1","State","Number",""
"Civil partnerships","1995Q2","State","Number",""
"Civil partnerships","1995Q3","State","Number",""
"Civil partnerships","1995Q4","State","Number",""
"Civil partnerships","1996Q1","State","Number",""
"Civil partnerships","1996Q2","State","Number",""
"Civil partnerships","1996Q3","State","Number",""
"Civil partnerships","1996Q4","State","Number",""
"Civil partnerships","1997Q1","State","Number",""
"Civil partnerships","1997Q2","State","Number",""
"Civil partnerships","1997Q3","State","Number",""
"Civil partnerships","1997Q4","State","Number",""
"Civil partnerships","1998Q1","State","Number",""
"Civil partnerships","1998Q2","State","Number",""
"Civil partnerships","1998Q3","State","Number",""
"Civil partnerships","1998Q4","State","Number",""
"Civil partnerships","1999Q1","State","Number",""
"Civil partnerships","1999Q2","State","Number",""
"Civil partnerships","1999Q3","State","Number",""
"Civil partnerships","1999Q4","State","Number",""
"Civil partnerships","2000Q1","State","Number",""
"Civil partnerships","2000Q2","State","Number",""
"Civil partnerships","2000Q3","State","Number",""
"Civil partnerships","2000Q4","State","Number",""
"Civil partnerships","2001Q1","State","Number",""
"Civil partnerships","2001Q2","State","Number",""
"Civil partnerships","2001Q3","State","Number",""
"Civil partnerships","2001Q4","State","Number",""
"Civil partnerships","2002Q1","State","Number",""
"Civil partnerships","2002Q2","State","Number",""
"Civil partnerships","2002Q3","State","Number",""
"Civil partnerships","2002Q4","State","Number",""
"Civil partnerships","2003Q1","State","Number",""
"Civil partnerships","2003Q2","State","Number",""
"Civil partnerships","2003Q3","State","Number",""
"Civil partnerships","2003Q4","State","Number",""
"Civil partnerships","2004Q1","State","Number",""
"Civil partnerships","2004Q2","State","Number",""
"Civil partnerships","2004Q3","State","Number",""
"Civil partnerships","2004Q4","State","Number",""
"Civil partnerships","2005Q1","State","Number",""
"Civil partnerships","2005Q2","State","Number",""
"Civil partnerships","2005Q3","State","Number",""
"Civil partnerships","2005Q4","State","Number",""
"Civil partnerships","2006Q1","State","Number",""
"Civil partnerships","2006Q2","State","Number",""
"Civil partnerships","2006Q3","State","Number",""
"Civil partnerships","2006Q4","State","Number",""
"Civil partnerships","2007Q1","State","Number",""
"Civil partnerships","2007Q2","State","Number",""
"Civil partnerships","2007Q3","State","Number",""
"Civil partnerships","2007Q4","State","Number",""
"Civil partnerships","2008Q1","State","Number",""
"Civil partnerships","2008Q2","State","Number",""
"Civil partnerships","2008Q3","State","Number",""
"Civil partnerships","2008Q4","State","Number",""
"Civil partnerships","2009Q1","State","Number",""
"Civil partnerships","2009Q2","State","Number",""
"Civil partnerships","2009Q3","State","Number",""
"Civil partnerships","2009Q4","State","Number",""
"Civil partnerships","2010Q1","State","Number",""
"Civil partnerships","2010Q2","State","Number",""
"Civil partnerships","2010Q3","State","Number",""
"Civil partnerships","2010Q4","State","Number",""
"Civil partnerships","2011Q1","State","Number",""
"Civil partnerships","2011Q2","State","Number",""
"Civil partnerships","2011Q3","State","Number",""
"Civil partnerships","2011Q4","State","Number",""
"Civil partnerships","2012Q1","State","Number",""
"Civil partnerships","2012Q2","State","Number",""
"Civil partnerships","2012Q3","State","Number",""
"Civil partnerships","2012Q4","State","Number",""
"Civil partnerships","2013Q1","State","Number",""
"Civil partnerships","2013Q2","State","Number",""
"Civil partnerships","2013Q3","State","Number",""
"Civil partnerships","2013Q4","State","Number",""
"Civil partnerships","2014Q1","State","Number",""
"Civil partnerships","2014Q2","State","Number",""
"Civil partnerships","2014Q3","State","Number",""
"Civil partnerships","2014Q4","State","Number",""
"Civil partnerships","2015Q1","State","Number",""
"Civil partnerships","2015Q2","State","Number",""
"Civil partnerships","2015Q3","State","Number",""
"Civil partnerships","2015Q4","State","Number",""
"Civil partnerships","2016Q1","State","Number",""
"Civil partnerships","2016Q2","State","Number",""
"Civil partnerships","2016Q3","State","Number",""
"Civil partnerships","2016Q4","State","Number",""
"Civil partnerships","2017Q1","State","Number",""
"Civil partnerships","2017Q2","State","Number",""
"Civil partnerships","2017Q3","State","Number",""
"Civil partnerships","2017Q4","State","Number",""
"Civil partnerships","2018Q1","State","Number",""
"Civil partnerships","2018Q2","State","Number",""
"Civil partnerships","2018Q3","State","Number",""
"Civil partnerships","2018Q4","State","Number",""
"Civil partnerships","2019Q1","State","Number",""
"Civil partnerships","2019Q2","State","Number",""
"Civil partnerships","2019Q3","State","Number",""
"Civil partnerships","2019Q4","State","Number",""
"Civil partnerships","2020Q1","State","Number",""
"Civil partnerships","2020Q2","State","Number",""
"Civil partnerships","2020Q3","State","Number",""
"Civil partnerships","2020Q4","State","Number",""
"Civil partnerships","2021Q1","State","Number",""
"Civil partnerships","2021Q2","State","Number",""
"Civil partnerships","2021Q3","State","Number",""
"Civil partnerships","2021Q4","State","Number",""
"Civil partnerships","2022Q1","State","Number","0"
"Civil partnerships","2022Q2","State","Number","0"
"Civil partnerships","2022Q3","State","Number","0"
"Civil partnerships","2022Q4","State","Number","0"
"Civil partnerships","2023Q1","State","Number","0"
"Births registered that were first births","1960Q1","State","Number",""
"Births registered that were first births","1960Q2","State","Number",""
"Births registered that were first births","1960Q3","State","Number",""
"Births registered that were first births","1960Q4","State","Number",""
"Births registered that were first births","1961Q1","State","Number",""
"Births registered that were first births","1961Q2","State","Number",""
"Births registered that were first births","1961Q3","State","Number",""
"Births registered that were first births","1961Q4","State","Number",""
"Births registered that were first births","1962Q1","State","Number",""
"Births registered that were first births","1962Q2","State","Number",""
"Births registered that were first births","1962Q3","State","Number",""
"Births registered that were first births","1962Q4","State","Number",""
"Births registered that were first births","1963Q1","State","Number",""
"Births registered that were first births","1963Q2","State","Number",""
"Births registered that were first births","1963Q3","State","Number",""
"Births registered that were first births","1963Q4","State","Number",""
"Births registered that were first births","1964Q1","State","Number",""
"Births registered that were first births","1964Q2","State","Number",""
"Births registered that were first births","1964Q3","State","Number",""
"Births registered that were first births","1964Q4","State","Number",""
"Births registered that were first births","1965Q1","State","Number",""
"Births registered that were first births","1965Q2","State","Number",""
"Births registered that were first births","1965Q3","State","Number",""
"Births registered that were first births","1965Q4","State","Number",""
"Births registered that were first births","1966Q1","State","Number",""
"Births registered that were first births","1966Q2","State","Number",""
"Births registered that were first births","1966Q3","State","Number",""
"Births registered that were first births","1966Q4","State","Number",""
"Births registered that were first births","1967Q1","State","Number",""
"Births registered that were first births","1967Q2","State","Number",""
"Births registered that were first births","1967Q3","State","Number",""
"Births registered that were first births","1967Q4","State","Number",""
"Births registered that were first births","1968Q1","State","Number",""
"Births registered that were first births","1968Q2","State","Number",""
"Births registered that were first births","1968Q3","State","Number",""
"Births registered that were first births","1968Q4","State","Number",""
"Births registered that were first births","1969Q1","State","Number",""
"Births registered that were first births","1969Q2","State","Number",""
"Births registered that were first births","1969Q3","State","Number",""
"Births registered that were first births","1969Q4","State","Number",""
"Births registered that were first births","1970Q1","State","Number",""
"Births registered that were first births","1970Q2","State","Number",""
"Births registered that were first births","1970Q3","State","Number",""
"Births registered that were first births","1970Q4","State","Number",""
"Births registered that were first births","1971Q1","State","Number",""
"Births registered that were first births","1971Q2","State","Number",""
"Births registered that were first births","1971Q3","State","Number",""
"Births registered that were first births","1971Q4","State","Number",""
"Births registered that were first births","1972Q1","State","Number",""
"Births registered that were first births","1972Q2","State","Number",""
"Births registered that were first births","1972Q3","State","Number",""
"Births registered that were first births","1972Q4","State","Number",""
"Births registered that were first births","1973Q1","State","Number",""
"Births registered that were first births","1973Q2","State","Number",""
"Births registered that were first births","1973Q3","State","Number",""
"Births registered that were first births","1973Q4","State","Number",""
"Births registered that were first births","1974Q1","State","Number",""
"Births registered that were first births","1974Q2","State","Number",""
"Births registered that were first births","1974Q3","State","Number",""
"Births registered that were first births","1974Q4","State","Number",""
"Births registered that were first births","1975Q1","State","Number",""
"Births registered that were first births","1975Q2","State","Number",""
"Births registered that were first births","1975Q3","State","Number",""
"Births registered that were first births","1975Q4","State","Number",""
"Births registered that were first births","1976Q1","State","Number",""
"Births registered that were first births","1976Q2","State","Number",""
"Births registered that were first births","1976Q3","State","Number",""
"Births registered that were first births","1976Q4","State","Number",""
"Births registered that were first births","1977Q1","State","Number",""
"Births registered that were first births","1977Q2","State","Number",""
"Births registered that were first births","1977Q3","State","Number",""
"Births registered that were first births","1977Q4","State","Number",""
"Births registered that were first births","1978Q1","State","Number",""
"Births registered that were first births","1978Q2","State","Number",""
"Births registered that were first births","1978Q3","State","Number",""
"Births registered that were first births","1978Q4","State","Number",""
"Births registered that were first births","1979Q1","State","Number",""
"Births registered that were first births","1979Q2","State","Number",""
"Births registered that were first births","1979Q3","State","Number",""
"Births registered that were first births","1979Q4","State","Number",""
"Births registered that were first births","1980Q1","State","Number",""
"Births registered that were first births","1980Q2","State","Number",""
"Births registered that were first births","1980Q3","State","Number",""
"Births registered that were first births","1980Q4","State","Number",""
"Births registered that were first births","1981Q1","State","Number",""
"Births registered that were first births","1981Q2","State","Number",""
"Births registered that were first births","1981Q3","State","Number",""
"Births registered that were first births","1981Q4","State","Number",""
"Births registered that were first births","1982Q1","State","Number",""
"Births registered that were first births","1982Q2","State","Number",""
"Births registered that were first births","1982Q3","State","Number",""
"Births registered that were first births","1982Q4","State","Number",""
"Births registered that were first births","1983Q1","State","Number",""
"Births registered that were first births","1983Q2","State","Number",""
"Births registered that were first births","1983Q3","State","Number",""
"Births registered that were first births","1983Q4","State","Number",""
"Births registered that were first births","1984Q1","State","Number",""
"Births registered that were first births","1984Q2","State","Number",""
"Births registered that were first births","1984Q3","State","Number",""
"Births registered that were first births","1984Q4","State","Number",""
"Births registered that were first births","1985Q1","State","Number",""
"Births registered that were first births","1985Q2","State","Number",""
"Births registered that were first births","1985Q3","State","Number",""
"Births registered that were first births","1985Q4","State","Number",""
"Births registered that were first births","1986Q1","State","Number",""
"Births registered that were first births","1986Q2","State","Number",""
"Births registered that were first births","1986Q3","State","Number",""
"Births registered that were first births","1986Q4","State","Number",""
"Births registered that were first births","1987Q1","State","Number",""
"Births registered that were first births","1987Q2","State","Number",""
"Births registered that were first births","1987Q3","State","Number",""
"Births registered that were first births","1987Q4","State","Number",""
"Births registered that were first births","1988Q1","State","Number",""
"Births registered that were first births","1988Q2","State","Number",""
"Births registered that were first births","1988Q3","State","Number",""
"Births registered that were first births","1988Q4","State","Number",""
"Births registered that were first births","1989Q1","State","Number",""
"Births registered that were first births","1989Q2","State","Number",""
"Births registered that were first births","1989Q3","State","Number",""
"Births registered that were first births","1989Q4","State","Number",""
"Births registered that were first births","1990Q1","State","Number",""
"Births registered that were first births","1990Q2","State","Number",""
"Births registered that were first births","1990Q3","State","Number",""
"Births registered that were first births","1990Q4","State","Number",""
"Births registered that were first births","1991Q1","State","Number",""
"Births registered that were first births","1991Q2","State","Number",""
"Births registered that were first births","1991Q3","State","Number",""
"Births registered that were first births","1991Q4","State","Number",""
"Births registered that were first births","1992Q1","State","Number",""
"Births registered that were first births","1992Q2","State","Number",""
"Births registered that were first births","1992Q3","State","Number",""
"Births registered that were first births","1992Q4","State","Number",""
"Births registered that were first births","1993Q1","State","Number",""
"Births registered that were first births","1993Q2","State","Number",""
"Births registered that were first births","1993Q3","State","Number",""
"Births registered that were first births","1993Q4","State","Number",""
"Births registered that were first births","1994Q1","State","Number",""
"Births registered that were first births","1994Q2","State","Number",""
"Births registered that were first births","1994Q3","State","Number",""
"Births registered that were first births","1994Q4","State","Number",""
"Births registered that were first births","1995Q1","State","Number",""
"Births registered that were first births","1995Q2","State","Number",""
"Births registered that were first births","1995Q3","State","Number",""
"Births registered that were first births","1995Q4","State","Number",""
"Births registered that were first births","1996Q1","State","Number",""
"Births registered that were first births","1996Q2","State","Number",""
"Births registered that were first births","1996Q3","State","Number",""
"Births registered that were first births","1996Q4","State","Number",""
"Births registered that were first births","1997Q1","State","Number",""
"Births registered that were first births","1997Q2","State","Number",""
"Births registered that were first births","1997Q3","State","Number",""
"Births registered that were first births","1997Q4","State","Number",""
"Births registered that were first births","1998Q1","State","Number",""
"Births registered that were first births","1998Q2","State","Number",""
"Births registered that were first births","1998Q3","State","Number",""
"Births registered that were first births","1998Q4","State","Number",""
"Births registered that were first births","1999Q1","State","Number",""
"Births registered that were first births","1999Q2","State","Number",""
"Births registered that were first births","1999Q3","State","Number",""
"Births registered that were first births","1999Q4","State","Number",""
"Births registered that were first births","2000Q1","State","Number",""
"Births registered that were first births","2000Q2","State","Number",""
"Births registered that were first births","2000Q3","State","Number",""
"Births registered that were first births","2000Q4","State","Number",""
"Births registered that were first births","2001Q1","State","Number",""
"Births registered that were first births","2001Q2","State","Number",""
"Births registered that were first births","2001Q3","State","Number",""
"Births registered that were first births","2001Q4","State","Number",""
"Births registered that were first births","2002Q1","State","Number",""
"Births registered that were first births","2002Q2","State","Number",""
"Births registered that were first births","2002Q3","State","Number",""
"Births registered that were first births","2002Q4","State","Number",""
"Births registered that were first births","2003Q1","State","Number",""
"Births registered that were first births","2003Q2","State","Number",""
"Births registered that were first births","2003Q3","State","Number",""
"Births registered that were first births","2003Q4","State","Number",""
"Births registered that were first births","2004Q1","State","Number",""
"Births registered that were first births","2004Q2","State","Number",""
"Births registered that were first births","2004Q3","State","Number",""
"Births registered that were first births","2004Q4","State","Number",""
"Births registered that were first births","2005Q1","State","Number",""
"Births registered that were first births","2005Q2","State","Number",""
"Births registered that were first births","2005Q3","State","Number",""
"Births registered that were first births","2005Q4","State","Number",""
"Births registered that were first births","2006Q1","State","Number",""
"Births registered that were first births","2006Q2","State","Number",""
"Births registered that were first births","2006Q3","State","Number",""
"Births registered that were first births","2006Q4","State","Number",""
"Births registered that were first births","2007Q1","State","Number",""
"Births registered that were first births","2007Q2","State","Number",""
"Births registered that were first births","2007Q3","State","Number",""
"Births registered that were first births","2007Q4","State","Number",""
"Births registered that were first births","2008Q1","State","Number",""
"Births registered that were first births","2008Q2","State","Number",""
"Births registered that were first births","2008Q3","State","Number",""
"Births registered that were first births","2008Q4","State","Number",""
"Births registered that were first births","2009Q1","State","Number",""
"Births registered that were first births","2009Q2","State","Number",""
"Births registered that were first births","2009Q3","State","Number",""
"Births registered that were first births","2009Q4","State","Number",""
"Births registered that were first births","2010Q1","State","Number",""
"Births registered that were first births","2010Q2","State","Number",""
"Births registered that were first births","2010Q3","State","Number",""
"Births registered that were first births","2010Q4","State","Number",""
"Births registered that were first births","2011Q1","State","Number",""
"Births registered that were first births","2011Q2","State","Number",""
"Births registered that were first births","2011Q3","State","Number",""
"Births registered that were first births","2011Q4","State","Number",""
"Births registered that were first births","2012Q1","State","Number",""
"Births registered that were first births","2012Q2","State","Number",""
"Births registered that were first births","2012Q3","State","Number",""
"Births registered that were first births","2012Q4","State","Number",""
"Births registered that were first births","2013Q1","State","Number",""
"Births registered that were first births","2013Q2","State","Number",""
"Births registered that were first births","2013Q3","State","Number",""
"Births registered that were first births","2013Q4","State","Number",""
"Births registered that were first births","2014Q1","State","Number",""
"Births registered that were first births","2014Q2","State","Number",""
"Births registered that were first births","2014Q3","State","Number",""
"Births registered that were first births","2014Q4","State","Number",""
"Births registered that were first births","2015Q1","State","Number",""
"Births registered that were first births","2015Q2","State","Number",""
"Births registered that were first births","2015Q3","State","Number",""
"Births registered that were first births","2015Q4","State","Number",""
"Births registered that were first births","2016Q1","State","Number",""
"Births registered that were first births","2016Q2","State","Number",""
"Births registered that were first births","2016Q3","State","Number",""
"Births registered that were first births","2016Q4","State","Number",""
"Births registered that were first births","2017Q1","State","Number",""
"Births registered that were first births","2017Q2","State","Number",""
"Births registered that were first births","2017Q3","State","Number",""
"Births registered that were first births","2017Q4","State","Number",""
"Births registered that were first births","2018Q1","State","Number",""
"Births registered that were first births","2018Q2","State","Number",""
