"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1987",2.31,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1988",2.17,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1989",2.08,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1990",2.12,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1991",2.09,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1992",1.99,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1993",1.91,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1994",1.85,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1995",1.85,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1996",1.89,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1997",1.94,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1998",1.95,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1999",1.91,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2000",1.9,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2001",1.96,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2002",1.98,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2003",1.98,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2004",1.95,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2005",1.88,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2006",1.94,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2007",2.01,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2008",2.06,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2009",2.06,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2010",2.05,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2011",2.03,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2012",1.98,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2013",1.93,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2014",1.89,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2015",1.85,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2016",1.82,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2017",1.78,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2018",1.75,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2019",1.7,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2020",1.63,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","2021",1.72,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1960",2.41,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1961",2.41,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1962",2.46,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1963",2.56,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1964",2.7,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1965",2.67,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1966",2.63,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1967",2.54,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1968",2.49,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1969",2.51,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1970",2.42,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1971",2.41,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1972",2.36,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1973",2.34,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1974",2.33,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1975",2.21,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1976",2.11,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1977",1.97,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1978",1.87,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1979",1.76,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1980",1.68,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1981",1.6,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1982",1.6,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1983",1.54,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1984",1.48,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1985",1.45,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1986",1.37,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1987",1.35,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1988",1.38,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1989",1.35,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1990",1.36,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1991",1.33,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1992",1.32,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1993",1.26,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1994",1.22,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1995",1.19,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1996",1.22,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1997",1.23,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1998",1.21,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","1999",1.23,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2000",1.26,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2001",1.25,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2002",1.27,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2003",1.29,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2004",1.34,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2005",1.33,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2006",1.37,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2007",1.39,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2008",1.44,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2009",1.44,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2010",1.44,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2011",1.42,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2012",1.42,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2013",1.39,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2014",1.38,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2015",1.36,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2016",1.36,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2017",1.34,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2018",1.31,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2019",1.27,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2020",1.24,
"ITA","FERTILITY","TOT","CHD_WOMAN","A","2021",1.25,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1960",2,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1961",1.96,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1962",1.98,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1963",2,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1964",2.05,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1965",2.14,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1966",1.58,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1967",2.23,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1968",2.13,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1969",2.13,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1970",2.13,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1971",2.16,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1972",2.14,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1973",2.14,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1974",2.05,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1975",1.91,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1976",1.85,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1977",1.8,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1978",1.79,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1979",1.77,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1980",1.75,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1981",1.74,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1982",1.77,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1983",1.8,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1984",1.81,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1985",1.76,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1986",1.72,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1987",1.69,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1988",1.66,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1989",1.57,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1990",1.54,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1991",1.53,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1992",1.5,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1993",1.46,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1994",1.5,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1995",1.42,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1996",1.43,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1997",1.39,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1998",1.38,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","1999",1.34,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2000",1.36,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2001",1.33,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2002",1.32,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2003",1.29,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2004",1.29,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2005",1.26,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2006",1.32,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2007",1.34,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2008",1.37,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2009",1.37,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2010",1.39,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2011",1.39,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2012",1.41,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2013",1.43,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2014",1.42,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2015",1.45,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2016",1.44,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2017",1.43,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2018",1.42,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2019",1.36,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2020",1.33,
"JPN","FERTILITY","TOT","CHD_WOMAN","A","2021",1.3,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1960",6,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1961",5.8,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1962",5.6,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1963",5.4,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1964",5.2,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1965",5,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1966",4.8,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1967",4.66,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1968",4.52,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1969",4.53,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1970",4.53,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1971",4.54,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1972",4.12,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1973",4.07,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1974",3.77,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1975",3.43,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1976",3,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1977",2.99,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1978",2.64,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1979",2.9,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1980",2.82,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1981",2.57,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1982",2.39,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1983",2.06,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1984",1.74,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1985",1.66,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1986",1.58,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1987",1.53,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1988",1.55,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1989",1.56,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1990",1.57,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1991",1.71,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1992",1.76,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1993",1.65,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1994",1.66,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1995",1.63,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1996",1.57,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1997",1.54,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1998",1.46,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","1999",1.43,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2000",1.48,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2001",1.31,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2002",1.18,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2003",1.19,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2004",1.16,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2005",1.09,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2006",1.13,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2007",1.26,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2008",1.19,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2009",1.15,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2010",1.23,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2011",1.24,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2012",1.3,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2013",1.19,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2014",1.21,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2015",1.24,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2016",1.17,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2017",1.05,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2018",0.98,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2019",0.92,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2020",0.84,
"KOR","FERTILITY","TOT","CHD_WOMAN","A","2021",0.81,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1960",2.28,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1961",2.33,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1962",2.35,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1963",2.33,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1964",2.38,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1965",2.42,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1966",2.37,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1967",2.25,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1968",2.13,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1969",2.02,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1970",1.98,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1971",1.96,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1972",1.75,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1973",1.58,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1974",1.58,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1975",1.55,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1976",1.48,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1977",1.49,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1978",1.47,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1979",1.47,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1980",1.5,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1981",1.55,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1982",1.49,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1983",1.44,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1984",1.42,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1985",1.38,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1986",1.44,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1987",1.39,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1988",1.51,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1989",1.52,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1990",1.62,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1991",1.6,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1992",1.67,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1993",1.69,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1994",1.72,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1995",1.67,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1996",1.76,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1997",1.71,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1998",1.67,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","1999",1.71,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2000",1.78,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2001",1.66,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2002",1.63,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2003",1.62,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2004",1.66,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2005",1.62,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2006",1.64,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2007",1.61,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2008",1.6,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2009",1.59,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2010",1.63,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2011",1.51,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2012",1.57,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2013",1.55,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2014",1.5,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2015",1.47,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2016",1.41,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2017",1.39,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2018",1.38,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2019",1.34,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2020",1.36,
"LUX","FERTILITY","TOT","CHD_WOMAN","A","2021",1.38,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1960",6.77,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1961",6.76,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1962",6.76,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1963",6.75,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1964",6.75,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1965",6.76,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1966",6.77,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1967",6.79,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1968",6.81,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1969",6.83,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1970",6.83,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1971",6.79,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1972",6.7,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1973",6.56,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1974",6.37,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1975",6.13,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1976",5.86,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1977",5.59,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1978",5.32,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1979",5.06,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1980",4.84,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1981",4.64,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1982",4.46,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1983",4.3,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1984",4.15,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1985",4.02,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1986",3.9,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1987",3.79,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1988",3.68,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1989",3.57,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1990",3.47,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1991",3.37,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1992",3.27,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1993",3.18,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1994",3.1,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1995",3.02,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1996",2.95,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1997",2.88,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1998",2.82,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","1999",2.77,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2000",2.72,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2001",2.67,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2002",2.62,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2003",2.58,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2004",2.54,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2005",2.5,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2006",2.46,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2007",2.42,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2008",2.39,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2009",2.36,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2010",2.34,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2011",2.32,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2012",2.29,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2013",2.27,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2014",2.21,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2015",2.14,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2016",2.09,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2017",2.04,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2018",2,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2019",1.92,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2020",1.91,
"MEX","FERTILITY","TOT","CHD_WOMAN","A","2021",1.82,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1960",3.12,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1961",3.22,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1962",3.18,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1963",3.19,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1964",3.17,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1965",3.04,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1966",2.9,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1967",2.81,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1968",2.72,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1969",2.75,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1970",2.57,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1971",2.36,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1972",2.15,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1973",1.9,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1974",1.77,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1975",1.66,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1976",1.63,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1977",1.58,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1978",1.58,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1979",1.56,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1980",1.6,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1981",1.56,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1982",1.5,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1983",1.47,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1984",1.49,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1985",1.51,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1986",1.55,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1987",1.56,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1988",1.55,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1989",1.55,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1990",1.62,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1991",1.61,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1992",1.59,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1993",1.57,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1994",1.57,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1995",1.53,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1996",1.53,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1997",1.56,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1998",1.63,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","1999",1.65,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","2000",1.72,
"NLD","FERTILITY","TOT","CHD_WOMAN","A","2001",1.71,
